ObjectID *,GlobalID *,Park,Spring name,SiteCode,SiteID,DateTime,Protocol,SurveyName,VisitType,Sampled,SpringType,Spring comments,UTM zone,Datum,GPS ID,Are you using the internal camera on this device for photos?,Camera ID #,Memory Card #,Is this a sensor spring?,Was the old sensor retrieved?,Was a new sensor deployed?,Sensor type,Sensor ID,Deployment time,Notes,FlowCondition,DischargeMethod,VolDischarge_L_per_s,DischargeClass_L_per_s,ContainerVolume_mL,PercentCaptured,Discharge notes,SpringbrookType,SpringbrookLengthFlag,SpringbrookLength_m,SpringbrookWidth_m,DiscontinuousSpringbrookLengthFlag,DiscontinuousSpringbrookLength_m,Channel description,Water quality data collected?,Enter the date and time of the last calibration,Water quality instrument,pH instrument,DO instrument,SpCond instrument,Temperature instrument,Did you check the calibration at this spring?,Please describe why a calibration check was not necessary,Calibration check parameters,Select the first pH standard,First pH temperature (C),First pH reading,Select the second pH standard,Second pH temperature (C),Second pH reading,DO% temperature (C),DO% reading,Barometric pressure (mmHg),SpCond standard (uS/cm),SpCond reading (uS/cm),Calibration check notes,Water quality parameters,Why are water quality data missing?,pH reading 1,pH reading 2,pH reading 3,Temperature reading 1 (C),Temperature reading 2 (C),Temperature reading 3 (C),SpCond reading 1 (uS/cm),SpCond reading 2 (uS/cm),SpCond reading 3 (uS/cm),DO reading 1 (%),DO reading 1 (mg/L),DO reading 2 (%),DO reading 2 (mg/L),DO reading 3 (%),DO reading 3 (mg/L),Water quality notes,Flow modification,Roads,Human use,Plant management,Hiking trails,Livestock/feral,Other,Fire,Flooding,Wildlife,Other,Overall disturbance,Disturbance notes,Is there evidence of wildlife?,Vegetation present?,LifeFormList,LifeFormListWPhotos,WoodyGT4m,Woody2to4m,WoodyLT2m,Forb,Grass,Reed,Rush,Sedge,Cattail,Bryophyte,NonPlant,Mistletoe (Phoradendron sp.) present?,Vegetation notes,Invasive Plants Observed?,Invasive notes,InvasiveListInternal,InvasiveListExternal,CreationDate *,Creator *,EditDate *,Editor *,Is springbrook continuous or discontinuous?,Is discontinuous surface water length >50m or measured?,Discontinous length (m),pHWarning,TempWarning,SpCondWarning,DOPctWarning,DOMgWarning,pH flag,Temperature flag,SpCond flag,DO flag,Permanent bolt status?,CameraCardName,Shape
233,{6efdc555-0062-434a-b26e-874281262145},Mojave NPRES,MOJA_P_IND0126,MOJA_P_IND0126,160,1/18/2022 21:06,MOJN DS (2020 Updates),MOJA_P_IND0126: 2022-01-18,Primary,Sampled,Other,Manmade spring in metal trough; water flows in from pipe that travels underground. Trough is filled with cattails and has some old wood planks lying across. ,Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,39,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,"Spring is 0.64m deep, standing water within trough, slow drip at corner of trough creating a calcite pillar on side of metal. ",,Measured,3.4,1.25,<Null>,<Null>,"Spring trough is lightly surrounded by grasses (bromus rubens and stypa) that are fed by dripping water from the spring, as well as a rhus trilobata tree, otherwise surrounded by rocky sand.",Yes,1/18/2022 21:05,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,calibrated at spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,6.93,6.93,6.93,7.4,7.4,7.4,2004,2005,2005,156.5,15.6,156.5,15.6,156.5,15.6,"sondes calibrated at spring, DO % is high, likely due to dense submerged vegetation",Yes - One or more active,0,4,0,1,0,0,0,0,1,0,4,some grasses have been munched on by an animal. Spring is manmade. Game camera inside corral that trough is located in. NPS sign at edge of corral signalling importance of trough for wildlife. ,Yes,Yes,"Cattail, Woody 2-4m, Grass, Forb, Woody <2m, Non-Plant","Cattail: 0030, 0031, 0032
Woody 2-4m: 0033, 0034, 0035
Grass: 0041, 0040
Forb: 0036, 0037
Woody <2m: 0048, 0047, 0046
Non-Plant: 0045, 0042",NA,2,5,6,3,NA,NA,NA,1,NA,4,Yes,Stipa grass also present in buffer (not dominant),Yes,Bromus rubens green around trough fed by constant drip of water. Some looks foraged on. ,"ERCI6 (Erodium cicutarium), BRRU2 (Bromus rubens)","ERCI6 (Erodium cicutarium): 0036, 0037
BRRU2 (Bromus rubens): 0041, 0040",1/21/2022 22:21,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,I,<Null>,<Null>,Point
234,{f50db624-69e6-4f66-a6a4-353aa489bf12},Mojave NPRES,MOJA_P_CAS0043,MOJA_P_CAS0043,152,1/19/2022 17:40,MOJN DS (2020 Updates),MOJA_P_CAS0043: 2022-01-19,Primary,Sampled,Other,"Spring initially labeled as a rheocrene. We labeled it as ""other"" because it appears dug out; lined with Juniper logs, and hard to access, though there is a small opening where wildlife could potentially access the surface water. According to the SSI springs classification key, this spring could also be classified as an exposure spring. Spring located within wide, sloping canyon. Logs are laying around the edges of the spring and some are laying across the top of the spring. According to prior visit photos, a few new logs have been placed across the top of the spring opening. ",Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,39,No,<Null>,,<Null>,<Null>,<Null>,<Null>,standing water,Estimated,,0 L/s,<Null>,<Null>,No actively flowing water. Water is stagnant and sits at the bottom of dug out area in a pool 5.5 feet deep.,,Measured,2.1,1.5,<Null>,<Null>,"Source is located in small canyon, with bedrock outcrops, moderately thick Baccharis, and gravel-sand infill. Slope where dugout source is located is shallow. No indication of surface water flow below source. According to SSI spring classification this spring may have ""changed"" its spring type from rheocrene to manmade/exposure spring. ",Yes,1/19/2022 17:39,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,Calibration was completed at the spring.,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.84,7.83,7.83,9.1,9.1,9.1,865,865,865,5.3,0.5,5.3,0.5,5.3,0.5,"YSI gives notifcation that the calibration may not be accuate while calibrating DO and pH 10. Redid the calibration for DO. pH calibration seems to be having trouble getting a stable reading.  pH probe may need to be replaced (check mV reading upon return to office). Spring is about 5.5 ft deep. Final time calibrating pH did not give an error like the first time.

WQ taken at mid-depth (~2.5 ft). ",Yes - One or more active,0,4,0,0,0,0,0,0,0,0,4,Spring was dug out by humans and is confined to the dug out area. Logs are placed across portions of the spring and along the edges. Pipe is laying across the opening of the spring.,Yes,Yes,"Woody <2m, Grass, Forb","Woody <2m: 0053, 0054, 0055, 0056
Grass: 0058, 0059, 0060
Forb: 0061, 0062",NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,No,"There is a forb present that may also be a woody <2 m that is just very small. Densely surrounded by baccharis on all sides. Because spring type was changed from rheocrene to manmade/other, buffer for measuring vegetation has been changed from 20 m downstream to 2 m surrounding source pool. ",Yes,Bromus sp. present within the buffer.,BROMU (Bromus spp),"BROMU (Bromus spp): 0057, 0063",1/21/2022 22:21,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,I,NF,NF,I,,<Null>,Point
235,{a3b46a6d-5641-4d9f-a267-6e493d97ad39},Mojave NPRES,MOJA_P_DOV0090,MOJA_P_DOV0090,144,1/19/2022 21:09,MOJN DS (2020 Updates),MOJA_P_DOV0090: 2022-01-19,Primary,Sampled,Other,Spring is 1.5 m wide excavation with ~1 m deep of water. Source is piped below to a flowing spring where park has deployed two game cameras. ,Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,39,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,"Estimated as ""flowing"" rather than ""standing water"" because pipe is actively flowing downstream of qanat. ",,Measured,1,1.5,<Null>,<Null>,Excavation is on hillside in congolomerate substrate. Downstream is dense vegetation (Rhus trilobata and catclaw). ,Yes,1/19/2022 17:39,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,calibrated this morning at a nearby spring,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,SpCond,Temp",<Null>,7.48,7.48,7.48,16.6,16.6,16.6,424.6,424.6,424.5,49.7,4.09,49.6,4.08,49.6,4.08,"pH was very slow to calibrate this morning-- should check mV of pH probe and timing of replacement. 

SpCond very slowly droppiung during measurements. Dropped about 10 over 15 minutes. ",Yes - One or more active,0,4,0,0,0,0,0,0,2,0,4,"Both excavation and qanat are selected for flow modification -- without an extensive knowledge of qanats, this looks like an excavation, without any wood structure; however, historical information probably informed the decision to call this a qanat!

Wildlife trails to spring source. ",Yes,Yes,"Woody <2m, Woody 2-4m, Woody >4m, Grass","Woody <2m: 0075, 0076
Woody 2-4m: 0069, 0068, 0067
Woody >4m: 0070, 0071
Grass: 0074, 0073",1,3,2,NA,4,NA,NA,NA,NA,NA,NA,No,"Channel below source is dense with woody vegetation (Rhus trilobata, Prosopis glandulosa, Senegalia greggii, Baccharis sp.), with Yucca brevifolia above spring source and along hillside. ",Yes,Small patch of Bromus at source. ,BROMU (Bromus spp),"BROMU (Bromus spp): 0074, 0073",1/21/2022 22:21,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,I,NF,I,NF,<Null>,<Null>,Point
236,{339fd521-56e3-4cdb-8ce0-c1e2919631e4},Castle Mountains NM,CAMO_P_QUA0302,CAMO_P_QUA0302,336,1/20/2022 18:08,MOJN DS (2020 Updates),CAMO_P_QUA0302: 2022-01-20,Primary,Sampled,Rheocrene,Spring is dry with no signs of recent flow. Channel is mainly lined with baccharis sp. and forb (possibly mustard) there is also scattered red brome throughout the base of the channel that gets significantly denser 17-20 meters ds. At around 20 m ds there is an excavation likely dug by a mammal at the base of a baccharis plant. Around 50 m ds there is a pipe that flows into a trough. There is no surface water in the trough and it shows no sign of recent use. ,Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,39,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,There is a pipe that flows into a trough around 50 m ds of source. It is also dry.,,Measured,0,0,<Null>,<Null>,"Rocky and sandy channel lined with living and dead baccharis sp. as well as a dead forb (possibly mustard). Living brome is scattered throughout the base of the channel, with denser batches in the last 3 m of the buffer (17-20m ds). Channel is ~0.5m wide.",No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,1,0,1,Hole likely dug by some unknown mammal around 20m ds. ,Yes,Yes,"Woody <2m, Forb, Grass","Woody <2m: 0083, 0082
Forb: 0089, 0088
Grass0085, 0084",NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,Yes,<Null>,Yes,<Null>,"ERCI6 (Erodium cicutarium), BRRU2 (Bromus rubens)","ERCI6 (Erodium cicutarium): 0086
BRRU2 (Bromus rubens): 0085, 0084",1/21/2022 22:21,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
237,{84af4fe1-246f-46ab-b4bb-3cc7996e0ca2},Mojave NPRES,MOJA_P_EAG0092,MOJA_P_EAG0092,140,1/20/2022 22:57,MOJN DS (2020 Updates),MOJA_P_EAG0092: 2022-01-20,Primary,Sampled,Other,Spring is a dry well right below petroglyphs. The well is right along a maintained road/parking area.,Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,39,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,No discharge present.,,Measured,0,0,<Null>,<Null>,No channel present.,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,No water quality taken because well is dry.,Yes - One or more active,0,4,0,2,0,0,0,0,1,0,4,Excavated well along a roadside by parking area. Small packrat den right next to the well opening that runs into the rocks right above the well. ,Yes,Yes,"Non-Plant, Grass, Woody <2m","Non-Plant: 0120
Grass: 0118, 0119
Woody <2m: 0117, 0116",NA,NA,2,NA,1,NA,NA,NA,NA,NA,3,Yes,Mostly barren surrrounding the well opening. A few patches of grass are present within the rocks surrounding the well opening. Other plant types include single catclaw and some lichen.,Yes,Invasive bromus rubens present around the rocks surrounding the well opening.,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0118, 0119",1/21/2022 22:21,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
238,{114708ba-2185-4928-bede-5854ccfa9ab1},Mojave NPRES,MOJA_P_HAC0116,MOJA_P_HAC0116,156,1/21/2022 15:57,MOJN DS (2020 Updates),MOJA_P_HAC0116: 2022-01-21,Primary,Sampled,Rheocrene,"Water emerges from a pipe at the base of a willow and flows into a small broken metal trough. Water flows downstream and forms a shallow pool muddy pool that has been trampled by burro and is covered in brome. This shallow surface water extends for ~4.5m and is ~1.6m wide. Surface water stops after this point and the channel then veers to the left. there are coyote bones (skull, spine, etc) and fur ~6m ds of source. There is also a structure that look like it once housed a game camera looking towards the source, but it is currently empty. Pool by source is surrounded by dense thicket of vegetation on both sides.",Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,39,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,flowing,Volumetric,,<Null>,800,90,A thin stream of water flows from metal pipe into trough. There is algae growth at the outflow point on the pipe. ,,Measured,4.5,1.6,<Null>,<Null>,"There is a shallow and muddy surface water pool that has been trampled by burros in the first 4.5 m of the channel as well as patches brome growth at the base of the channel. Dried unknown bushes line the channel on either side. The channel then turns towards river left, surface water stops, and the channel is sandy and rocky with dispersed carpets of dried grasses between senegalia gregii and willow trees.  Rhus sp. also lines the vegetation shallow pool of water.",Yes,1/21/2022 15:56,MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),MOJN YSI ProDSS (1790),No,calibration preformed at spring.,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,DO_mg_per_L,Temp,SpCond",<Null>,8.3,8.3,8.3,8.1,8.1,8.1,221.7,221.7,221.7,56.4,5.69,56.4,5.7,56.4,5.7,Taken directly below pipe outflow.,Yes - One or more active,0,1,1,0,2,0,0,0,1,0,2,"Surface water trampled by burro. Coyote skull, bones, and fur ~6m ds of source. Willow tree limbs cut (awhile ago, not fresh) by source. Disturbance concentrated in first 5m of buffer around the surface water. ",Yes,Yes,"Woody >4m, Woody 2-4m, Non-Plant, Forb, Woody <2m, Grass","Woody >4m0139, 0125
Woody 2-4m0128, 0129
Non-Plant0132
Forb0134, 0133
Woody <2m0130, 0131
Grass: 0123, 0125",2,4,1,5,3,NA,NA,NA,NA,NA,6,No,"Several unknown types of vegetation that will be identified later in the office, and a couple plant samples were taken for later identification.",Yes,<Null>,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0123, 0125",1/21/2022 22:21,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Continuous,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,<Null>,<Null>,Point
239,{dbf281f6-61c5-4bc9-b1ba-86a803518dc2},Mojave NPRES,MOJA_P_OAK0157,MOJA_P_OAK0157,172,1/21/2022 18:03,MOJN DS (2020 Updates),MOJA_P_OAK0157: 2022-01-21,Primary,Sampled,Hanging garden,"Spring is dry; a dark stain on cliff marks where spring used to seep. At last visit, there were multiple seeps from this cliff band, at this visit no surface water or damp soil was found. Cliff is nestled behind oak grove. ",Zone 11,NAD83 (Unknown),BadElf 4581,No,36783,39,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,"Spring is dry, and no seeps on cliffband were found. Old discharge visible by black stain on cliff, about 0.8 wide and visible from top of cliff to base. ",,Measured,0,0,<Null>,<Null>,Seep is located on tufaceous bedrock. ,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,0,0,0,0,0,0,0,"Burro tracks and scat in area, but no noticeable disturbance next to cliff band near seep. ",Yes,Yes,"Woody >4m, Woody <2m, Grass","Woody >4m: 0146, 0147
Woody <2m: 0149, 0148
Grass: 0151, 0150",1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,No,Canyon full of large Quercus sp. (live oak) >4 m tall which shades cliff band. ,Yes,small clump of BRRU2,BRRU2 (Bromus rubens),"BRRU2 (Bromus rubens): 0151, 0150",1/21/2022 22:21,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
240,{f203f321-a76e-4eee-92ce-8e52b6479a0f},Mojave NPRES,MOJA_P_WIL0224,MOJA_P_WIL0224,134,1/24/2022 19:05,MOJN DS (2020 Updates),MOJA_P_WIL0224: 2022-01-24,Primary,Sampled,Rheocrene,Spring source coming out of broken trough; heavily trampled by burrows. Main trough filled with sediment. Second active trough upstream still flowing. Consider adding secondary spring type: manmade/other. JCC from GRYN also present.,Zone 11,NAD83 (Unknown),BadElf 4181,No,36783,39,Yes,No,Yes,HOBO TidbiT,516,11:14,Sensor deployed outside of old broken trough.,flowing,Estimated,,<0.1 L/s,<Null>,<Null>,Spring has two sources; original source is still flowing but trough has been filled in by sediment. Second source is from a newer trough about 3 m upstream. Spring brook about 1 cm deep. ,,Measured,1.9,0.2,<Null>,<Null>,Channel is a shallow wash with sand and cobbles. Heavily trampled by burrows.,Yes,1/24/2022 18:35,MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),MOJN YSI ProDSS (4651),No,"
calibration performed here.",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,"pH,DO_percent,SpCond,Temp,DO_mg_per_L",<Null>,7.28,7.28,7.27,14.7,14.7,14.7,1109,1109,1109,59.7,5.19,59.7,5.19,59.7,5.19,WQ taken at second source 3 m upstream from original source.,Yes - One or more active,0,1,0,0,4,0,0,0,0,0,4,Spring heavily impacted by burrow. Various human debris scattered through springbrook from prior divergence.,Yes,Yes,"Woody 2-4m, Woody <2m, Woody >4m, Grass, Forb","Woody 2-4m0156, 0157, 0158
Woody <2m0159, 0160, 0161
Woody >4m0162, 0164
Grass0165
Forb: 0166",3,1,2,5,4,NA,NA,NA,NA,NA,NA,Yes,"Various woody species, only a light scattering of grass and forb, probably due to trampling. ",Yes,Sparse patches of ERCI6 and BRRU2,"BRRU2 (Bromus rubens), ERCI6 (Erodium cicutarium)","BRRU2 (Bromus rubens)0165
ERCI6 (Erodium cicutarium): 0166",1/28/2022 16:50,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Continuous,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NF,NF,NF,NF,Unsuitable,<Null>,Point
241,{528fc567-ade1-4b34-a297-7a54ac6e04f4},Mojave NPRES,MOJA_P_DRI0091,MOJA_P_DRI0091,162,1/24/2022 21:48,MOJN DS (2020 Updates),MOJA_P_DRI0091: 2022-01-24,Primary,Sampled,Hypocrene,"Spring source previously monitored as hypocrene from cave/small animal burrow at base of bank within thicket of Rhus trilobata. We are keeping spring classification as hypocrene, but moving the source to be the center of a line of several medium-large (2-6 m) Chilopsis linearis which are growing in the wash. This makes more sense to us as there is no indication that any water flows in the cave or seeps out of the cliffs, and Chilopsis linearis indicate presence of moisture more than Rhus trilobata, which is the dominant vegetation within the buffer of the old source location. 
May want to revisit site with historical springs data. moj
Evidence of burro. Earlier on the hike/drive in we saw evidence of burro digging into the sides of a bank where damp soil indicated seeping water. ",Zone 11,NAD83 (Unknown),BadElf 4181,No,36783,39,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,dry,Estimated,,0 L/s,<Null>,<Null>,"Hypocrene spring with stand of app. 5 Chilopsis linearis growing in middle of dry wash. Evidence of light surface water runoff within wash, likely from precipitation events. ",,Measured,0,0,<Null>,<Null>,Channel is 10 m wide wash with cobbel-gravel infill. ,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,None,0,0,0,0,3,0,0,0,0,0,3,Light trampling of burro on one side of buffer and several piles of burro scat around Chilopsis trees. ,Yes,Yes,"Woody >4m, Woody 2-4m, Woody <2m, Forb","Woody >4m: 0178
Woody 2-4m: 0186, 0175
Woody <2m: 0185
Forb: 0179, 0180",2,1,3,4,NA,NA,NA,NA,NA,NA,NA,Yes,<Null>,No,<Null>,<Null>,<Null>,1/28/2022 16:50,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
250,{4d053b40-17d2-43fd-9e8b-b4a26518dedd},Joshua Tree NP,JOTR_P_COT0235,JOTR_P_COT0235,112,1/25/2022 0:07,MOJN DS (2020 Updates),JOTR_P_COT0235: 2022-01-24,Primary,Sampled,Rheocrene,"The spring source is situated in a grove of old growth fan palms in a restricted area off of the cottonwood springs hiking trail due to heavy metal contaminants in soil. The source location has been moved from previous visits and this is the first visit at the new estimated source location. There is no flowing water present but there is damp soil and algae growth present on wet rocks downstream of estimated source location, as well as small puddles of standing water present on bed rock (<0.1m in length and width). There are a number of young fan palms and bees surrounding the estimated source area. There is a small standing pool of water around 1m left of the buffer at 5m ds of the source, but it is hard to say whether or not it is from rain water. Located off to the side of a trailhead behind a fence. It appears that many people leave the trailhead to venture back to the spring and walk up and down the length of the channel. ",Zone 11,NAD83 (Unknown),BadElf 4581,No,36782,40,No,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,wet soil only,Estimated,,<0.1 L/s,<Null>,<Null>,There is damp soil and/or wet rock with algae growth present in the entirety of the buffer. Evidence of water seeping down the sides of the exposed bedrock; there is thin algae coating on the wet rock and a white precipitant lines the the wet areas of the rock as well (see additional photos). Small puddles of standing water on bedrock no greater than .1m in length present around 4 m ds of source.,,Measured,0,0,<Null>,<Null>,"Channel flows over exposed granite bedrock and sand between old growth fan palms, some of which have fallen. ",No - Other reason,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Warning notes of toxic heavy metals present in soil and groundwater. Also there is only one small standing pool of water where water quality sampling would be possible but it is not in the buffer and would require digging to make deep enough to collect water quality. ,None,0,4,0,0,0,0,0,2,0,0,4,There are human footprints all over the restricted area as well as overturned veg that indicates previous flooding events. ,Yes,Yes,"Woody >4m, Woody <2m, Woody 2-4m, Non-Plant","Woody >4m0008, 0006
Woody <2m0006, 0008, 0009, 0014
Woody 2-4m0008, 0006
Non-Plant: 0011, 0010",1,3,2,NA,NA,NA,NA,NA,NA,NA,4,No,White precipitant surrounding algae growth (see additional photos),No,<Null>,<Null>,<Null>,1/28/2022 23:02,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Point
242,{cb81aa90-7f43-4113-97c9-e6648ba7eca8},Mojave NPRES,MOJA_P_UNN0014,MOJA_P_UNN0014,135,1/25/2022 18:04,MOJN DS (2020 Updates),MOJA_P_UNN0014: 2022-01-25,Primary,Sampled,Other,"Spring is concrete box (~2.5 m by 3 m); dry, with signs of recently wet soil, now dry (rained last week, 1/18/2022). ",Zone 11,NAD83 (Unknown),BadElf 4181,No,36783,39,Yes,Yes,Yes,HOBO TidbiT,506,10:12,"New sensor deployed on same wire in middle of concrete box, at lowest depression in sediment. ",dry,Estimated,,0 L/s,<Null>,<Null>,"Concrete box is dry, as well as downslope pipe and circular concrete trough. ",,Measured,0,0,<Null>,<Null>,Source is inside a concrete box with sandy infill about 12 m from a sandy wash on the side of a hill. ,No - Insufficient water,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes - All inactive,0,4,0,0,0,0,0,0,1,0,4,Source is surrounded by mannamde concrete box. Sides of concrete are crumbling into source. Small mammal burrows excavated in corner of box. Heavy cattle use in wash on hike to spring. ,Yes,Yes,"Woody <2m, Grass, Forb, Non-Plant","Woody <2m0202, 0195, 0194, 0193
Grass0204, 0203, 0200
Forb0199
Non-Plant: 0198, 0197, 0196",NA,NA,1,3,2,NA,NA,NA,NA,NA,4,Yes,"Several other woody <2 species present including, Yucca shigedera, Colyagone ramossissima, Prunus fasciulata, and Senegalia greggii.  ",Yes,Bromus ruben and Erodium cicutarium heavily scattered throughout buffer. ,"BRRU2 (Bromus rubens), ERCI6 (Erodium cicutarium)","BRRU2 (Bromus rubens)0204, 0203
ERCI6 (Erodium cicutarium): 0199",1/28/2022 16:50,mojn_hydro,3/10/2022 21:26,mlehman@nps.gov_nps,Not Applicable,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Suitable,<Null>,Point
