Unit_Code,Spring_ID,MOJN_SpringCode,ComplexName,LocationName,LocationType_Label,LandOwnership_Label,ComplexStatus_Label,X_UTM_NAD83_11N,Y_UTM_NAD83_11N,Lon_WGS84,Lat_WGS84,ElevationDEM_m,BuildingProximity,ElevationBand,EventDate,VisitType_Label,SpringHabitat_Label,DissolvedOxygen_mg_per_l,SpringbrookLength_m,Temperature_C,SpConductivity_microSiemens_per_cm,pH,DischargeFlag_Code,Discharge_liters_per_minute,WaterDepth_cm,WaterWidth_m,Notes,FieldnoteNumber,LocateStatus_Label,DischargeClass_Description,Event_ID,Diversion,Dredging,Drying,Fire,Flooding,Livestock,Other,Overall,Recreation,Residence
LAKE,DIS0040,LAKE_P_DIS0040,[Individual Spring],Discovery Spring,Spring,Park,Standalone,710380,3903989,-114.6874654,35.25694453,842,> 75m,2,11/10/2006,,Dry,,,,,,,,,,This source lies ~ 600m off road (20) up a newly restored road.  The site was dry with some dead cattails and a few large tamarisk.  There was a pipe leading to a dried up metal cattle trough.,CJ06-187,Located,,1161,Moderate disturbance,,Highly disturbed,,,,,Highly disturbed,Slight disturbance,
LAKE,DAW0041,LAKE_P_DAW0041,Dawn,Dawn Hot Spring,Spring,Park,Not representative,703288,3985033,-114.7449495,35.98857478,240,> 75m,2,12/8/2006,,Other,7.54,75,44.3,4650,7.9,,100,4,0.6,"This source sits up in a side canyon on the NV side of the river.  Water is seeping out of the walls, floor and ceilings of caverns.  Lots of dripping water also.  Temperature is mixed b/w seeps and drips, sometimes only cenitmeters apart.  Canyon cliffed out ~ 75m from river, again with hot and cold seeps flowing down springbrook.  We sampled in two locations, one isolated hot source and one isolated cold source.   Spring brook measured only to cliff.  Area scoured by recent flash flood.  Used same data for Cold spring except water quality.  No GPS reception so used original NPS coordinate.  Unknown snail observed previously by  Joe Hutchinson.  Measurments include all waters.",CJ06-243,Located,>= 10 L/sec,1162,,,,,Highly disturbed,,,Highly disturbed,,
LAKE,HOR0042,LAKE_P_HOR0042,[Individual Spring],Horsethief Canyon,Spring,Park,Standalone,713412,3986425,-114.6323506,35.99895198,989,> 75m,2,1/2/2007,,Rheocrene,7.53,700,11.8,9.63,7.8,,8,3,0.2,"This source is ~1000m up canyon from the Horsethief Canyon parking and camping trailhead. The source emerges from the middle of the wash in a large baccharis patch, with the occasional cottonwood/typha patch. Springbrook re-emerged 5 times (total Springbrook length), never occuring more than 250 m at a time. Must bypass one 30 ft waterfall at beginning of hike/parking area. Some cairns along the way with faint trails.",CJ07-001,Located,1.1 L/sec to 10 L/sec,1163,,,,,Slight disturbance,,,Slight disturbance,,
LAKE,ARI0043,LAKE_P_ARI0043,[Individual Spring],Arizona Hot Spot 2,Spring,Park,Standalone,703479,3986630,-114.7424248,36.00292873,212,> 75m,2,12/7/2006,,Dry,,,,,,,,,,"This source sits closest to the dam on the Arizona side off the river.  Area has minimal vegetation and salt crusts on walls, but no surface water found.  Bad GPS reception used original NPS coordinate.  GPS point was taken in middle of river ~ 50m away from spring.

Flora: Unkn.",CJ06-236,Located,,1164,,,Highly disturbed,,,,,Highly disturbed,,
LAKE,PUP0044,LAKE_P_PUP0044,Pupfish,Pupfish Cold Spring,Spring,Park,Not representative,703233,3987394,-114.7449573,36.00985463,252,> 75m,2,12/7/2006,,Unknown,7.91,125,22,1245,8.1,,4,2,0.1,"Pupfish Cold Spring (~  5m from Pupfish Hot Spring) comes out of the ground on the north end of the pool from Pupfish Hot source.  Cold seems to come out near ground level and seems to harbor most of the vegetation.  There are roads and trails going through spring brook which immediately mixes with hot source spring brook in the pool before flowing downstream.  Spring brook hard to follow due to rockfalls and diversions.  Diversion pipes go from pool area to Pupfish refugium.  No GPS reception, used original NPS coordinates for GIS.  Spring brook length combined hot/cold sources. Invasive snail melanoides found.",CJ06-231,Located,1.1 L/sec to 10 L/sec,1165,Highly disturbed,,,,Slight disturbance,,,Highly disturbed,Slight disturbance,
LAKE,BIG0045,LAKE_P_BIG0045,[Individual Spring],Bighorn Sheep Spring,Spring,Park,Standalone,704388,3979574,-114.734167,35.939167,267,> 75m,2,12/9/2006,,Unknown,9.2,200,11.1,695,8.3,,5,2,0.8,"This source has been closed for years due to thick tamarisk and vegetation.  A recent flash flood has cleared canyon out.  We hiked up form the river and had several large boulders to climb over, until the path narrowed and we were blocked by a boulder.  There was a little water dripping over the blocked path into a waist deep pool, then flowing down canyon.  Several seeps coming out of the walls of the canyon, and on site that still had living typha present.  Most water was cool, though spring brook did seem to warm at times.  GPS reception was bad so used NPS coordinates. Elevation estimated from TOPO.",CJ06-256,Located,1.1 L/sec to 10 L/sec,1166,,,,,Highly disturbed,,,Highly disturbed,,
LAKE,SAN0046,LAKE_P_SAN0046,[Individual Spring],Sandstone Spring,Spring,Park,Standalone,719689,4010100,-114.5561741,36.210813,583,> 75m,2,12/13/2006,,Limnocrene,7.28,1,9.9,1466,7.8,,1,30,1,"This source lies in the middle of the park with no easy access to it.  There is an old road that will take you with in 500m, then it's easiest to follow animal trails.  Water fills a ~ 30cm deep hole at the base of a tall red sandstone cliff.  Hole seems to be deep with several boulders having fallen in it.  There is a pipe that leads to a metal trough,  though it is dry.  There is a second puddle ~ 10m away from the cliff under an acacia tree.  Recorded GPS point ~ 10m away from source and sampling pool due to bad reception. Elevation estimated from TOPO.

Flora: Acacia",CJ06-259,Located,<= 1 L/sec,1167,Moderate disturbance,,Moderate disturbance,,Slight disturbance,,,Moderate disturbance,,
LAKE,PAL0047,LAKE_P_PAL0047,Palm Tree,Palm Tree Hot Spring A,Spring,Park,Representative,703869,3985769,-114.738315,35.99508232,221,> 75m,2,12/8/2006,,Rheocrene,7.39,100,54.8,3366,7.4,,20,3,0.3,"Palm Tree Hot Spring A is located in the same wash as Palm Tree Cold Spring.  There are several hot seeps coming out of the walls of the canyon, but this soure comes out of the aluvial wash and merges with the cold spring brook ~ 5m from source.  Merged springbrook travels ~ 75m before going over a small waterfall and into the river.  This source was not originally in the NPS database but was in the Pullman Paper.  D/O readings at high temperatures (45 degrees C and up) may be unreliable.",CJ06-241,Located,>= 10 L/sec,1168,Slight disturbance,,,,Highly disturbed,,,Highly disturbed,Slight disturbance,
LAKE,GRA0048,LAKE_P_GRA0048,[Individual Spring],Granite Cove Spring Unnamed,Spring,Park,Standalone,756897,3988899,-114.1496088,36.01074834,368,> 75m,2,11/14/2006,,Rheocrene,4.29,10,19.7,3103,8,,4,2,0.1,This source lies in Granite Cove and actually used to be under Lake Mead's water level.  Original NPS coordinates placed this source high up in a drainage where nothing was found.  Entire area is covered with arroweed and tamerisk.  Cattle trail was only way into the vegetation to find water.  Lots of hummocking and trampling around the spring brook.,CJ06-202,Located,1.1 L/sec to 10 L/sec,1169,,,,,,Moderate disturbance,Highly disturbed,Highly disturbed,,
LAKE,PIP0049,LAKE_P_PIP0049,Pipe Spring,Pipe Spring,Spring,Park,Representative,711403,3906750,-114.6755172,35.28160262,716,> 75m,2,11/11/2006,,Rheocrene,3.95,15,17.8,1492,7.5,,4,5,0.1,"Pipe Sping Canyon was found to have 7 total sources throughout the canyon, 3 lumped into the top: Pipe Spring, and 4 lumped into the bottom: South Pipe Spring.  All sources were relatively close to each other within 200m for Pipe Spring.  We sampled at the lowest source, but took the source point at the second source. (Both were within 45m of each other with the springbrook only dissappearing for ~ 10m b/w the two.  We found one pipe in the canyon showing previous diversion.  Canyon is very thick w/ vegetation.  Lots of cut tamarisk in the canyon but seems to be making a comeback.

Flora:  Acacia (Cats Claw)",CJ06-190,Located,1.1 L/sec to 10 L/sec,1170,Slight disturbance,,,,,,,Slight disturbance,,
LAKE,GNA0050,LAKE_P_GNA0050,Gnatcatcher Spring,Gnatcatcher Spring,Spring,Park,Representative,730174,4029489,-114.4339219,36.38300535,462,> 75m,2,12/6/2006,,Rheocrene,5.76,100,14,4367,7.5,,25,8,0.4,"Gnatcatcher spring lies on the south side of North Shore Rd., right off the highway.  Source has lots of vegetation with little water flow at source (picking up downstream).  Signs of flooding from vegetation being matted over.  Burro trails throughout vegetation.  Top of site is mostly arroweed/phragmites, giving way to typha and cottonwood lower downstream.  Drainage going under road directly into source.  Source lies in ~ 20' deep gully.

Flora: Pickleweed",CJ06-224,Located,>= 10 L/sec,1171,,,Moderate disturbance,,Moderate disturbance,Slight disturbance,,Moderate disturbance,,
LAKE,BRI0051,LAKE_P_BRI0051,[Individual Spring],Bridge Canyon Spring,Spring,Park,Standalone,707284,3897489,-114.7231131,35.19902221,887,> 75m,2,11/9/2006,,Rheocrene,3.33,1,13.1,1049,7.8,,1,8,0.3,"This source lies in Bridge Canyon just off road 18. Canyon is filled with baccharis and juncus with many intermittent potholes holding water throughout the canyon. Original source point taken at the only willow tree, however, we took point and measurements at uppermost water hole where juncus begins. Algae and water lines on rocks show how much more water is in the canyon periodically. Not all intermittent potholes taken into account with spring brook. Old fencing material shows signs of previous use, though area seems to be naturalized. Several Tamarisk throughout the wash.

Flora: Acacia",CJ06-177,Located,<= 1 L/sec,1172,,,Slight disturbance,,Slight disturbance,,,Slight disturbance,,
LAKE,DAW0052,LAKE_P_DAW0052,Dawn,Dawn Cold Spring,Spring,Park,Representative,703283,3985032,-114.7450037,35.9885682,240,> 75m,2,12/8/2006,,Unknown,9.36,75,16.9,4107,8.1,,100,4,0.6,"This source is in a side canyon on the NV side of the river.  Water is seeping/dripping out of walls, floor and ceilings of canyon.  Temperature is mixed b/w seeps and drops, sometimes only centimeters apart.  Canyon cliffed out ~ 75m from river, again with hot/cold seeps all throughout contributing to the spring brook.  We sampled water quality in two locations, one isolated hot source and on isolated cold source.  Spring brook measured only up to cliff.  Area scoured by recent flash flood.  Used same data for Dawn Hot Spring except water quality measurements.  No GPS reception so used original NPS coordinates.  Unknown snail observed previously by Joe Hutchinson.  Measurements include all waters.",CJ06-244,Located,>= 10 L/sec,1173,,,,,Highly disturbed,,,Highly disturbed,,
LAKE,BLA0053,LAKE_P_BLA0053,[Individual Spring],Black Canyon Spring 3 Unnamed,Spring,Park,Standalone,705536,3979515,-114.7214544,35.93839915,204,> 75m,2,12/9/2006,,Seep,,,,,,,,,,This source seeps out of some cliff walls high up ~ 20m high.  Area below is covered by mesquite and tamerisk but no surface water was found.  Vegetation was very dense and difficulty to get to base of cliff.  This is the second to last source in Black Canyon area.  Bad GPS reception so used NPS coordinate. Elevation estimated from TOPO.,CJ06-257,Located,,1174,,,Highly disturbed,,,,,Highly disturbed,,
LAKE,SAC0054,LAKE_P_SAC0054,Sacatone,Sacatone Spring Unnamed,Spring,Park,Not representative,709833,3902990,-114.6937257,35.24805247,865,> 75m,2,11/20/2006,,Rheocrene,,2,,,7.9,LT,1,0.5,2,"This source sits high up in Sacatone Wash and is accessed easier from the northwest or top of the drainage due to dry waterfalls at the bottom (or southeast portion).  For several hundred meters there is large cottonwoods, willows, baccharis, etc; but surface water was found in one location.  There were cattails and phragmites that was mostly dead and dried up.  Water seeped out of hillside across bedrock, dissappearing after ~ 2m.  Water was not deep enough or pooled enough to fit meters into it.

Flora: Quercus sp., Acacia",CJ06-210,Located,<= 1 L/sec,1175,,,Highly disturbed,,Slight disturbance,,,Highly disturbed,,
LAKE,SAL0055,LAKE_P_SAL0055,Salt Cedar,Salt Cedar 2 Spring (Cold),Spring,Park,Not representative,703483,3982452,-114.7434528,35.965286,261,> 75m,2,12/8/2006,,Unknown,10.85,150,9.4,4520,7.8,,15,2,0.15,"This source sits in a side canyon to Salt Cedar Hot Spring.  Area was inaccessible due to thick vegetation for year, but has been recently cleared by a flash flood.  We got with in 200 m of the NPS coordinates but hit a 15' cliff.  Cliff probably passable with dry boots, but sandles made climb very dangerous.  Water seeps out of the sides of some walls, but all water was cold, lots of boulder climbiing in canyon to get up canyon.  No GPS reception so used orignal NPS coordinate. Elevation estimated from TOPO.",CJ06-250,Located,>= 10 L/sec,1176,,,,,Highly disturbed,,,Highly disturbed,,
LAKE,RAT0056,LAKE_P_RAT0056,[Individual Spring],Rattlesnake Spring,Spring,Park,Standalone,706740,3902873,-114.7277267,35.24764575,1076,> 75m,2,11/11/2006,,Dry,,,,,,,,,,"This source sits just barely inside the recreation area off of Christmas Tree Pass Road.  There is a couple of cottonwoods at the source and 4 more a little downstream ~ 50m.  Both sites were dry though the soil was muddy and one pothole had about 1cm of water in it.  Water was dirty, stagnant with no flow and too little to measure. GPS point was digitized into new data dictionary so no pdop available.",CJ06-191,Located,,1177,,,Highly disturbed,,,,,Highly disturbed,,
LAKE,NEV0057,LAKE_P_NEV0057,Gold Strike Canyon,Nevada Hot Spot,Spring,Park,Not representative,703469,3986419,-114.7425872,36.00102875,209,> 75m,2,12/7/2006,,Rheocrene,9.81,10,60.7,2126,7.7,GT,200,2,15,"This source consists of 3 main sources (2 rheocrene and 1 helocrene) coming out of the canyon walls and one major flow bubbling up from the ground.  All of the water from all sources merge into the spring brook and flow into the river. Multi-colored algae covering ground and remnants of man-made pool.  The river inudates the springbrook during periods of dam releases.  D/O readings at high temperatures (45 degrees C and higher) may be unreliable.

Flora: Maidenhair Fern",CJ06-234,Located,>= 10 L/sec,1178,,,,,,,,Slight disturbance,Slight disturbance,
LAKE,GRA0058,LAKE_P_GRA0058,Grapevine Spring AZ,Grapevine Spring AZ,Spring,Park,Representative,767934,3992987,-114.0259115,36.04457648,655,> 75m,2,11/15/2006,,Rheocrene,7.62,1100,12.4,785,8.3,GT,500,50,2,"Grapevine Spring is a huge source that occurs in a side canyon of Grapevine Wash.  The springbrook is filled with very thick and diverse vegetation, much of which we don't recognize (took samples).  There were 3 types of pipes, rusted and out of use (6"", 4"" and 2""), used for diversion, though the area seems to have naturalized.  Northern Relic Leopard frog was re-introduced to here, but no sign.  Canyon walls close in within 20m, leaving many waterfalls and plunge pools throughout canyon.  Recreation trail leading up much of the way, we sampled at an ~ 15ft cliff with loose, wet shale, but source was several hundred meters upstream.  Could not get GPS reception in canyon.  Used original NPS coordinates and elevation was estimated from TOPO.

Flora: Horsetail, Maiden Hair Fern",CJ06-206,Located,>= 10 L/sec,1179,Slight disturbance,,,,,,,Slight disturbance,Slight disturbance,
LAKE,PAL0059,LAKE_P_PAL0059,Palm Tree,Palm Tree Hot Spring B,Spring,Park,Not representative,703821,3985772,-114.7388563,35.99512346,222,> 75m,2,12/8/2006,,Rheocrene,4.12,50,46.7,3437,7.9,,5,3,0.15,"This source sits directly above the Palm Tree at the Palm Tree spring province.  Water comes out from under a large mesquite tree and flows ~ 50m down into the river.  Approx. 2.5m down more hot water emerges from a pipe.  Lots of vegetation, especially at the bottom of the spring brook.  Palm tree province is ~ 2.5 km south of Hoover Dam on the east side of the river.  Source given by NPS but not surveyed by Pullman Report.  D/O reading at high temperatures (45 degrees C and higher) may be unreliable.

Flora: Unk.",CJ06-242,Located,1.1 L/sec to 10 L/sec,1180,Moderate disturbance,,,,,,,Moderate disturbance,Slight disturbance,
LAKE,SAL0060,LAKE_P_SAL0060,Salt Spring,Salt Spring,Spring,Park,Representative,747323,3986154,-114.2565796,35.98849811,435,> 75m,2,11/13/2006,,Rheocrene,8.9,20,13.6,4065,8.4,,20,5,4,"This source is dominated by a large, thick phragmites/arroweed patch.  We took a source point as close to the source as we could find, but sampled ~ 15m downstream where the springbrook was channelized and accessible.  There is a concrete trough along with some old pipes near the source point.  Riparian area is very wide at top, collecting into a channelized springbrook at the bottom.",CJ06-193,Located,>= 10 L/sec,1181,Slight disturbance,,,,,,,Slight disturbance,,
LAKE,WIL0061,LAKE_P_WIL0061,Willow Spring,Willow Spring,Spring,Park,Representative,708361,3903485,-114.7097731,35.25282177,962,> 75m,2,11/10/2006,,Rheocrene,2.85,8,14.5,1023,7.6,,2,3,0.1,"This source trickles out from bedrock in a small drainage approximately ~ 600m from the parking area/road restoration sign. There is little riparian vegetation at the source, however, there is lots of baccharis above the source, but is dry. There are words inscribed into the tank, but barely readable: ""Hammond ???  ???"". There is also a re-occuring symbol inscribed into the tank. A large soggy area ~15m upstream from our source point where a pipe can be seen leading to the concrete trough. There is some small flowing water there as well, but not deep enough to sample from. A thin blackish/reddish film occurs throughout most of the springbrook.

Flora: Sporobulous sp.",CJ06-188,Located,1.1 L/sec to 10 L/sec,1182,Slight disturbance,,,,,,,Slight disturbance,,
LAKE,GRA0062,LAKE_P_GRA0062,Grapevine Spring AZ,Grapevine Wash Spring 2 Unnamed,Spring,Park,Not representative,768802,3994352,-114.0158227,36.05663092,569,> 75m,2,11/15/2006,,Dry,,,,,,,,,,"NPS coordinates led us to a small drainage behind a fence at the end of Lake Mead park road 145.  Drainage was filled with mesquite and arroweed, but no surface water was present.",CJ06-203,Located,,1183,,,Highly disturbed,,,,,Highly disturbed,,
LAKE,BRI0063,LAKE_P_BRI0063,[Individual Spring],Bridge Canyon Lower Spring Unnamed,Spring,Park,Standalone,711123,3896431,-114.6812444,35.18869143,618,> 75m,2,11/9/2006,,Rheocrene,13.52,20,15.7,1109,8.4,,3,1,0.15,"The uppermost source for this spring seeps out of a rock face under a small 5' cliff ledge. Occurs in Lower Bridge Canyon wash, with many potholes and dry water lines above indicating occasional flooding. Initial source just seeps into a pool and dissappears ~1m downstream. Source re-emerges ~ 40m downstream below a 20' cliff in a very narrow channel filled with willow/phragmites. Some seepage out of sides of Canyon. Vegetation continues down canyon past a bend, however, no water was observed from high above the wash. GPS point was taken where source re-emerges because we could not get satellites reception at first emergence and sampling point.

Flora: Acacia, Unk Nettle, Maidenhair Fern",CJ06-178,Located,1.1 L/sec to 10 L/sec,1184,,,Slight disturbance,,Slight disturbance,,,Slight disturbance,,
LAKE,SAL0064,LAKE_P_SAL0064,Salt Spring,Salt Seep 4 Unnamed,Spring,Park,Not representative,747296,3986400,-114.2568098,35.99072331,448,> 75m,2,11/14/2006,,Dry,,,,,,,,,,"This source sits high up in a drainage above Salt Spring Wash.  Lots of vegetation fill the area, however there was no surface water found.  Lots of travertine soils.",CJ06-200,Located,,1185,,,Highly disturbed,,,,,Highly disturbed,,
LAKE,HOT0065,LAKE_P_HOT0065,[Individual Spring],Hot Spring 1 Unnamed,Spring,Park,Standalone,703623,3986591,-114.7408312,36.00254537,303,> 75m,2,12/7/2006,,Dry,,,,,,,,,,"This source was noted by some vegetation and seeps coming out the AZ side of Black Canyon.  No GPS reception.  Source is between AZ Hot Spot 1 and AZ Hot Spot 2, though no surface water was found to sample from.  Used original NPS coordinates.",CJ06-237,Located,,1186,,,,,,,,,,
LAKE,GET0066,LAKE_P_GET0066,[Individual Spring],Getchel Spring,Spring,Park,Standalone,732555,4036187,-114.4053915,36.44275036,419,> 75m,2,11/18/2006,,Rheocrene,15.74,90,8.8,25490,7.7,,1,2,0.05,"This source sits up in a drainage off of an old road that has been closed for rehabilitation.  Source has several tamarisk in wash with an occasional pickleweed bush throughout.  Entire springbrook is very salty with thick white crusts throughout.  Entire drainage is very muddy with steep soft dirt forming walls.  Where spring is located on 7.5 topo, there is a brick well dug ~ 3m deep.  Well is fenced off.

Flora: Pickleweed",CJ06-209,Located,<= 1 L/sec,1187,Slight disturbance,,,,Slight disturbance,,,Slight disturbance,,
LAKE,BIT0067,LAKE_P_BIT0067,[Individual Spring],Bitter Spring,Spring,Outside Park,Standalone,723291,4018451,-114.5137574,36.28520407,507,> 75m,2,12/5/2006,,Rheocrene,4.34,500,17.4,3975,7.8,,10,4,0.5,"Bitter Spring sits just outside the park boundary on BLM land on NPS road 101.  Road goes through the wash and through the actual springbrook and source.  There was several people camping out less than 50m from source.  There is some new fence posts put up, but no fencing connecting the posts.  Source comes out from under a very salty ledge and flows down a long springbrook, re-emerging several times down the wash.",CJ06-223,Located,1.1 L/sec to 10 L/sec,1188,,,,,Highly disturbed,,,Highly disturbed,Highly disturbed,Moderate disturbance
LAKE,MOS0068,LAKE_P_MOS0068,Grapevine Spring NV,Moss Spring,Spring,Park,Not representative,709830,3900755,-114.6943357,35.22791492,790,> 75m,2,11/9/2006,,Rheocrene,3.75,0.5,20.2,829,7.5,,1,4,0.06,"This is the uppermost spring in Grapevine Canyon. We got to the Original NPS Coordinates, which sits on dry rock. Very thick vegetation prevented us from finding the exact source. We searched around/in the vegetation and sampled at the only location we found water. There were some larger cottonwoods up Canyon with no water. Very difficult to estimate springbrook/substrate due to thick vegetation.",CJ06-182,Located,<= 1 L/sec,1189,,,,,,,,Slight disturbance,Slight disturbance,
LAKE,SAL0069,LAKE_P_SAL0069,Salt Spring,Salt Seep 1 Unnamed,Spring,Park,Not representative,747589,3986594,-114.2534968,35.99239942,403,> 75m,2,11/14/2006,,Dry,,,,,,,,,,"This source is a dry travertine hillside with lots of vegetation, but no surface water to be found.  Vegetation patch is very thick.",CJ06-199,Located,,1190,,,Highly disturbed,,,,,Highly disturbed,,
LAKE,ARI0070,LAKE_P_ARI0070,Arizona Hot Spring,Arizona Hot Spring,Spring,Park,Representative,705108,3981996,-114.725556,35.960833,273,> 75m,2,12/9/2006,,Rheocrene,2.81,200,46,4253,7.6,,80,5,0.5,This source is a high recreation area located ~ 250m off the river.  There are sandbags trapping the water to form 2 separate pools.  Source comes directly from the rock in a crevice.  Cold source ~ 10m up the canyon and flows over a fall to the hot spring brook.  There is another small hot source coming out of the alluvial in mid springbrook that measured 49.8 degrees C.  No GPS reception so used original NPS coordinates. Elevation estimated from TOPO.,CJ06-252,Located,>= 10 L/sec,1191,Highly disturbed,,,,Highly disturbed,,,Highly disturbed,Highly disturbed,
LAKE,BLU0071,LAKE_P_BLUE0,[Individual Spring],Blue Point Spring,Spring,Park,Standalone,730236,4030199,-114.4330192,36.38938178,472,> 75m,2,11/21/2006,,Unknown,2.71,3500,29.5,4170,7.2,GT,500,50,1,"This spring sits off of North Shore Rd. with a parking area and trail to NPS gauging station @ source.  Springbrook seems straight and is dredged all way the way to gauging station.  Lots of cichlid/mosquito fish and lots of invasive snails.  Springsnails also present.  Many date palms cut out and mesquite is dead from mistle toe.

Flora: Fan Palm, Date Palm",CJ06-214,Located,>= 10 L/sec,1192,,Highly disturbed,,Slight disturbance,,,Slight disturbance,Highly disturbed,Slight disturbance,
LAKE,AZT0072,LAKE_P_AZT0072,[Individual Spring],Aztec Spring,Spring,Park,Standalone,701724,3948479,-114.7715131,35.6595722,597,> 75m,2,11/20/2006,,Rheocrene,6.54,120,18.7,1922,7.8,,10,3,0.2,"This site is a re-emergent source from up canyon.  Main source is up canyon out of the LAME boundary and was not surveyed.  There is a 4"" metal pipe in the wash and a concrete dam that was filled in with gravel.  Source re-emerges several times and we sampled at the source closest to our given NPS coordinates.  Spring sits up Aztec wash off of approved road 143.

Flora: Acacia",CJ06-211,Located,1.1 L/sec to 10 L/sec,1193,Moderate disturbance,,,,Slight disturbance,,,Moderate disturbance,,
LAKE,VAL0073,LAKE_P_VAL0073,Valley of Fire Wash,Valley of Fire Wash Lower Spring,Spring,Park,Not representative,733011,4031572,-114.4017038,36.40107566,381,> 75m,2,12/6/2006,,Rheocrene,7.26,400,22.9,6120,7.7,,20,3,0.5,"This source sits on the north side of Valley of Fire Wash, near Fire Cove.  Center of wash is scoured with lots of vegetation on either side.  Water seeps out of hillside under thick mat of grapevine/phragmites, flowing downstream.  There is water directly in wash, probably re-emergent from upper valley of fire spring.  Wash is very salty.  Source difficult to get to through vegetation, so sampled ~ 25m from source near the wash.  Where vegetation is, water seems to flow in large pool downstream.  It trickles down into the wash in several locations to form spring brook.  1 dead Date Palm.

Flora: Date Palm",CJ06-228,Located,>= 10 L/sec,1194,,,,,Highly disturbed,,Slight disturbance,Highly disturbed,,
LAKE,MEA0074,LAKE_P_MEA0074,Gnatcatcher Spring,Mead Valley Spring,Spring,Park,Not representative,731019,4029147,-114.4246108,36.37971578,433,> 75m,2,12/6/2006,,Dry,,,,,,,,,,"Mead Valley Spring sits in a wash ~ 900m downstream from Gnatcatcher Spring.  Area is fenced in with large pluchea/phragmites patch in center.  Charred mesquite throughout area shows signs of recent fire.  Site is easily accessible from powerline road.

Flora: Sporobulous sp, Pickleweed",CJ06-225,Located,,1195,,,Highly disturbed,Highly disturbed,,,,Highly disturbed,,
LAKE,GOL0075,LAKE_P_GOL0075,Gold Strike Canyon,Gold Strike Canyon Nevada Hot Spring Upper,Spring,Park,Representative,702846,3986599,-114.749444,36.002778,307,> 75m,2,12/15/2006,,Rheocrene,4.53,1000,48.7,1640,7.2,,500,10,1.5,"Goldstrike canyon is filled with warm seeps coming out of the alluvial and side walls of the canyon.  Nevada Hot Spring Upper is the largest and most prominent source for hot water in the canyon and occurs @ the top of the canyon where the water begins flowing.  Water comes out of 3 small channels from direclty under some rocks in the side of the canyon, where there is lots of travertine.  Spring brook has lots of dark green algae .  Canyon has been cleared by flash flood and lots of bathing pools.  Shovels and sand bags are present.  Tamarisk was prevelant throughout canyon, though has been cut recently.  No GPS reception in canyon so used original NPS coordinates. Elevation estimated from TOPO.",CJ06-261,Located,>= 10 L/sec,1196,Highly disturbed,Moderate disturbance,,,Highly disturbed,,,Highly disturbed,Highly disturbed,
LAKE,SUG0076,LAKE_P_SUG0076,Sugarloaf Spring,Sugarloaf Seep,Spring,Park,Not representative,704283,3986755,-114.7334752,36.0038825,299,> 75m,2,12/15/2006,,Seep,,1,,,,LT,1,0,0.02,Area located a few hundred meters up wash from Sugarloaf Spring.  Area consists of a sequence of 3 seeps.  Point was taken at the uppermost and wettest seep.  Area accessed down same side drainage as Sugarloaf Spring.  Side drainage accessed off of Rt 93 from a gravel parking area ~ 2 miles from Hoover Dam on the Arizona side.,CJ06-264,Located,<= 1 L/sec,1197,,,Moderate disturbance,,Moderate disturbance,,,Moderate disturbance,,
LAKE,LAT0077,LAKE_P_LAT0077,[Individual Spring],Latos Pools,Spring,Park,Standalone,705098,3969573,-114.7288775,35.8489188,328,> 75m,2,11/16/2006,,Rheocrene,5.77,30,13.1,267.7,,,4,150,3,"This source lies up a side canyon at the end of NPS rd 60.  Water is re-emergent for over 1300m up canyon with pools ~ 1000m up.  There are 3 concecutive pools lying ina side arm of the canyon.  Canyon is completely scoured from flooding.  Lots of algae in pools and in re-emerging spring brook.  Pools seem to be stagnant with little flow in any pool.  We sampled at the uppermost pool, upper most riparian with flow and flow just below the pools.  Flowing areas seemed to be a better reading.  Water seeps out of the sides of the walls throughout the canyon and in pool areas.  Recent flood has wiped out all vegetation at pools with new cattails/tamerisk starting to sprout.

Readings from next to pools where water was flowing: 
(temp= 23.2 degrees C) (salinity= 0.5ppt) (conductivity= 1021 microS) (DO= 9.96mg/l) (pH= 8.8)

Readings from uppermost source ~ 200m upstream:
(temp= 16.2 degrees C) (salinity= 0.5ppt) (conductivity= 1076 microS) (DO= 7.25mg/l) (pH= 8.2)",RV06-045,Located,1.1 L/sec to 10 L/sec,1198,,,,,Highly disturbed,,,Highly disturbed,,
LAKE,SOU0078,LAKE_P_SOU0078,Pipe Spring,South Pipe Spring,Spring,Park,Not representative,712045,3906664,-114.6684866,35.2806936,658,> 75m,2,11/11/2006,,Rheocrene,7.2,10,14.4,1492,8,,1,3,0.2,"South Pipe Spring was found to have 4 total sources all lumped together within ~ 350m of each other.  We sampled at the upper-most spring site and took photos/points at the rest of them.  Bottom 3 sites closed in on both sides and had several x>10' dry waterfalls.  Lots of cut tamarisk in wash seems to be makind a comeback.

Flora: Acacia (Cats Claw)

Fauna: Larvae Snail",CJ06-189,Located,<= 1 L/sec,1199,,,,,Slight disturbance,,,Slight disturbance,,
